%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V]
82981.274,300.022,351.827,107.385,-0.082,0.004,5.000
82985.305,300.022,351.748,107.225,-0.066,-0.007,5.000
82985.305,300.022,351.669,107.385,-0.066,0.004,5.000
82977.243,300.022,351.748,107.545,-0.082,-0.007,5.000
82989.337,300.024,351.669,107.545,-0.066,0.004,5.000
82977.243,300.019,351.669,108.025,-0.099,0.015,5.000
82977.243,300.022,351.669,107.865,-0.099,0.004,5.000
82977.243,300.025,351.827,108.345,-0.050,0.004,5.000
82977.243,300.020,351.669,108.345,-0.050,-0.017,5.000
82977.243,300.019,351.827,108.826,-0.050,0.004,5.000
82981.274,300.022,351.827,108.826,-0.115,0.004,5.000
82977.243,300.024,351.669,108.986,-0.066,0.004,5.000
82981.274,300.019,351.748,108.986,-0.099,-0.007,5.000
82977.243,300.020,351.669,109.306,-0.082,-0.007,5.000
82977.243,300.022,351.590,109.466,-0.082,-0.007,5.000
82985.305,300.022,351.827,109.466,-0.066,-0.007,5.000
82977.243,300.019,351.748,109.466,-0.099,-0.007,5.000
82977.243,300.022,351.669,109.626,-0.066,-0.007,5.000
82977.243,300.019,351.669,110.107,-0.066,0.015,5.000
82981.274,300.019,351.669,109.946,-0.082,0.004,5.000
82981.274,300.022,351.669,110.427,-0.099,-0.017,5.000
82981.274,300.020,351.669,110.107,-0.066,0.015,5.000
82981.274,300.022,351.590,110.107,-0.066,-0.017,5.000
82981.274,300.020,351.511,110.267,-0.082,-0.007,5.000
82981.274,300.022,351.511,110.587,-0.082,-0.017,5.000
82977.243,300.022,351.590,110.587,-0.066,0.004,5.000
82989.337,300.022,351.511,110.427,-0.082,-0.017,5.000
82981.274,300.019,351.432,110.267,-0.066,0.004,5.000
82989.337,300.024,351.511,110.747,-0.066,0.004,5.000
82981.274,300.022,351.432,110.427,-0.050,-0.017,5.000
82985.305,300.024,351.353,110.587,-0.099,0.004,5.000
82981.274,300.022,351.432,110.427,-0.082,0.004,5.000
82981.274,300.027,351.274,110.267,-0.082,0.015,5.000
82985.305,300.024,351.274,110.587,-0.050,0.004,5.000
82981.274,300.022,351.511,110.267,-0.099,-0.007,5.000
82989.337,300.027,351.511,110.107,-0.066,0.004,5.000
82981.274,300.025,351.432,109.946,-0.066,0.004,5.000
82981.274,300.025,351.432,110.107,-0.066,0.004,5.000
82977.243,300.024,351.353,109.466,-0.082,-0.007,5.000
82985.305,300.025,351.590,109.786,-0.099,0.004,5.000
82981.274,300.024,351.432,109.146,-0.082,0.004,5.000
82977.243,300.028,351.353,108.986,-0.082,-0.007,5.000
82981.274,300.022,351.511,108.986,-0.066,-0.007,5.000
82985.305,300.024,351.511,108.986,-0.099,-0.007,5.000
82977.243,300.025,351.432,108.666,-0.082,0.004,5.000
82973.211,300.024,351.432,108.025,-0.099,-0.007,5.000
82981.274,300.025,351.511,108.506,-0.082,0.026,5.000
82985.305,300.025,351.432,108.185,-0.099,-0.028,5.000
82985.305,300.027,351.432,107.865,-0.066,-0.007,5.000
82985.305,300.024,351.511,107.705,-0.066,0.004,5.000
82985.305,300.024,351.432,107.385,-0.082,0.004,5.000
82977.243,300.027,351.432,107.385,-0.066,0.004,5.000
82977.243,300.022,351.590,106.905,-0.050,0.004,5.000
82981.274,300.020,351.511,106.905,-0.099,0.004,5.000
82973.211,300.022,351.590,106.905,-0.066,0.004,5.000
82981.274,300.024,351.590,106.424,-0.099,-0.007,5.000
82977.243,300.020,351.590,106.264,-0.082,0.004,5.000
82977.243,300.024,351.590,106.264,-0.082,0.004,5.000
82985.305,300.020,351.590,105.944,-0.066,-0.007,5.000
82973.211,300.020,351.669,105.944,-0.099,-0.017,5.000
82977.243,300.020,351.511,105.784,-0.066,-0.017,5.000
82981.274,300.019,351.590,105.624,-0.082,0.004,5.000
82981.274,300.020,351.669,105.304,-0.099,0.004,5.000
82977.243,300.022,351.590,105.624,-0.099,-0.007,5.000
82981.274,300.024,351.590,105.464,-0.099,-0.007,5.000
82977.243,300.022,351.590,105.304,-0.099,-0.017,5.000
82985.305,300.022,351.511,105.464,-0.066,-0.028,5.000
82989.337,300.022,351.590,105.464,-0.066,-0.028,5.000
82985.305,300.024,351.511,105.144,-0.082,-0.007,5.000
82985.305,300.024,351.669,105.144,-0.066,-0.007,5.000
82993.368,300.022,351.432,104.823,-0.066,-0.007,5.000
82993.368,300.020,351.432,104.823,-0.082,-0.007,5.000
82989.337,300.022,351.511,104.984,-0.066,-0.017,5.000
82989.337,300.022,351.590,104.984,-0.066,-0.007,5.000
82989.337,300.024,351.511,104.823,-0.115,0.004,5.000
82989.337,300.020,351.511,104.663,-0.082,-0.017,5.000
82989.337,300.022,351.432,104.823,-0.082,0.004,5.000
82989.337,300.020,351.590,104.823,-0.066,-0.017,5.000
82989.337,300.022,351.432,104.663,-0.082,0.004,5.000
82993.368,300.022,351.590,104.343,-0.050,-0.017,5.000
82997.399,300.020,351.590,104.343,-0.082,-0.017,5.000
82989.337,300.019,351.353,104.343,-0.050,0.004,5.000
82993.368,300.020,351.432,104.343,-0.082,0.004,5.000
82989.337,300.024,351.511,104.503,-0.099,-0.007,5.000
82989.337,300.020,351.432,104.343,-0.066,-0.017,5.000
82993.368,300.019,351.353,104.183,-0.082,-0.007,5.000
82993.368,300.022,351.432,104.343,-0.050,0.004,5.000
82993.368,300.019,351.353,104.343,-0.082,-0.007,5.000
82993.368,300.020,351.590,104.503,-0.066,-0.028,5.000
82985.305,300.022,351.432,104.023,-0.082,0.004,5.000
82989.337,300.020,351.511,104.343,-0.082,-0.007,5.000
82985.305,300.022,351.432,104.343,-0.050,0.004,5.000
82989.337,300.020,351.511,104.343,-0.066,-0.007,5.000
82981.274,300.024,351.511,104.343,-0.099,-0.007,5.000
82981.274,300.019,351.511,104.343,-0.099,-0.028,5.000
82977.243,300.020,351.511,104.343,-0.066,-0.028,5.000
82985.305,300.017,351.669,104.503,-0.050,0.004,5.000
82985.305,300.019,351.669,104.663,-0.066,-0.028,5.000
82989.337,300.020,351.669,104.503,-0.066,0.004,5.000
82981.274,300.022,351.511,104.823,-0.082,0.004,5.000
82989.337,300.022,351.748,104.823,-0.099,-0.017,5.000
82981.274,300.022,351.669,104.823,-0.050,-0.007,5.000
82985.305,300.020,351.748,105.144,-0.082,-0.017,5.000
82977.243,300.022,351.748,105.464,-0.066,0.004,5.000
82981.274,300.022,351.748,105.304,-0.082,-0.007,5.000
82969.180,300.020,351.748,105.144,-0.066,-0.007,5.000
82977.243,300.020,351.827,105.784,-0.082,-0.017,5.000
82981.274,300.022,351.748,105.624,-0.082,-0.028,5.000
82973.211,300.022,351.748,105.944,-0.050,-0.007,5.000
82977.243,300.020,351.748,106.264,-0.066,-0.017,5.000
82977.243,300.022,351.748,106.104,-0.066,-0.007,5.000
82981.274,300.020,351.906,106.424,-0.082,-0.007,5.000
82973.211,300.020,351.827,106.745,-0.082,-0.017,5.000
82981.274,300.022,351.827,106.905,-0.066,0.015,5.000
82981.274,300.020,351.985,106.584,-0.066,-0.007,5.000
82985.305,300.024,351.748,107.065,-0.066,0.015,5.000
82973.211,300.019,351.985,107.065,-0.099,-0.028,5.000
82977.243,300.024,351.827,107.385,-0.082,0.004,5.000
82977.243,300.022,351.906,107.225,-0.082,0.004,5.000
82989.337,300.022,352.064,107.385,-0.115,-0.017,5.000
82981.274,300.022,351.906,107.385,-0.066,0.004,5.000
82981.274,300.022,351.748,107.705,-0.082,-0.017,5.000
82981.274,300.020,351.827,108.025,-0.066,0.004,5.000
82981.274,300.022,351.827,107.705,-0.050,-0.007,5.000
82985.305,300.022,351.906,107.865,-0.066,0.004,5.000
82985.305,300.020,351.827,108.025,-0.099,-0.007,5.000
82985.305,300.022,351.827,108.025,-0.066,-0.007,5.000
82981.274,300.022,351.748,107.865,-0.050,0.004,5.000
82985.305,300.019,351.985,108.025,-0.082,-0.007,5.000
82985.305,300.019,351.748,108.185,-0.066,0.004,5.000
82981.274,300.019,351.669,108.506,-0.082,0.004,5.000
82981.274,300.019,351.590,108.185,-0.082,0.004,5.000
82989.337,300.019,351.669,108.025,-0.066,0.004,5.000
82981.274,300.020,351.669,108.025,-0.066,-0.028,5.000
82989.337,300.019,351.827,108.185,-0.050,-0.007,5.000
82985.305,300.022,351.669,108.025,-0.082,-0.007,5.000
82985.305,300.020,351.511,107.865,-0.099,-0.007,5.000
82989.337,300.019,351.748,107.865,-0.099,-0.017,5.000
82985.305,300.017,351.669,107.705,-0.082,-0.007,5.000
82985.305,300.019,351.590,107.385,-0.066,-0.007,5.000
82985.305,300.017,351.511,107.545,-0.066,-0.007,5.000
82985.305,300.019,351.511,107.385,-0.082,-0.017,5.000
82985.305,300.019,351.669,107.385,-0.066,0.004,5.000
82989.337,300.017,351.511,107.065,-0.082,0.004,5.000
82985.305,300.020,351.511,107.225,-0.082,-0.017,5.000
82985.305,300.019,351.590,107.065,-0.066,0.004,5.000
82993.368,300.020,351.511,106.745,-0.066,0.015,5.000
82985.305,300.024,351.432,106.745,-0.099,0.015,5.000
82985.305,300.019,351.432,106.584,-0.099,-0.007,5.000
82981.274,300.022,351.432,106.104,-0.082,0.004,5.000
82981.274,300.022,351.353,106.264,-0.099,-0.028,5.000
82985.305,300.020,351.274,105.944,-0.066,0.004,5.000
82981.274,300.020,351.432,105.784,-0.066,-0.017,5.000
82981.274,300.020,351.353,105.624,-0.099,-0.007,5.000
82981.274,300.024,351.195,105.464,-0.066,-0.007,5.000
82985.305,300.024,351.274,105.304,-0.050,-0.007,5.000
82985.305,300.022,351.274,105.144,-0.066,-0.007,5.000
82985.305,300.024,351.274,104.823,-0.050,-0.017,5.000
82985.305,300.024,351.274,104.984,-0.099,0.004,5.000
82981.274,300.025,351.274,104.823,-0.082,0.004,5.000
82985.305,300.025,351.195,104.663,-0.066,0.004,5.000
82981.274,300.024,351.274,104.663,-0.082,-0.007,5.000
82989.337,300.024,351.274,104.823,-0.082,0.004,5.000
82981.274,300.020,351.195,104.663,-0.082,-0.017,5.000
82989.337,300.024,351.195,104.503,-0.082,-0.007,5.000
82989.337,300.024,351.274,104.343,-0.066,-0.017,5.000
82985.305,300.025,351.274,104.343,-0.066,0.004,5.000
82989.337,300.025,351.195,104.503,-0.082,0.015,5.000
82985.305,300.024,351.195,104.183,-0.082,0.004,5.000
82981.274,300.024,351.274,104.183,-0.050,-0.017,5.000
82981.274,300.022,351.274,104.343,-0.066,0.015,5.000
82985.305,300.020,351.195,104.343,-0.066,0.004,5.000
82981.274,300.022,351.195,104.503,-0.050,-0.007,5.000
82989.337,300.025,351.037,104.343,-0.066,0.004,5.000
82989.337,300.024,351.116,103.863,-0.082,0.015,5.000
82981.274,300.022,351.116,104.503,-0.099,-0.007,5.000
82985.305,300.022,351.195,104.343,-0.082,0.004,5.000
82985.305,300.022,351.195,104.343,-0.066,0.004,5.000
82985.305,300.022,351.116,104.663,-0.099,-0.007,5.000
82989.337,300.020,351.116,104.503,-0.082,-0.017,5.000
82989.337,300.024,351.037,104.823,-0.066,-0.007,5.000
82989.337,300.019,351.037,104.823,-0.082,-0.007,5.000
82985.305,300.022,351.037,104.984,-0.082,0.004,5.000
82985.305,300.024,350.958,105.144,-0.082,-0.017,5.000
82989.337,300.017,350.800,105.464,-0.050,-0.007,5.000
82989.337,300.022,350.879,105.304,-0.050,-0.007,5.000
82985.305,300.020,350.800,105.304,-0.082,-0.017,5.000
82985.305,300.019,350.721,105.144,-0.082,-0.007,5.000
82989.337,300.019,350.879,105.624,-0.066,-0.007,5.000
82989.337,300.017,350.721,105.624,-0.066,0.015,5.000
82989.337,300.020,350.721,105.784,-0.066,-0.007,5.000
82985.305,300.022,350.721,105.944,-0.099,-0.007,5.000
82993.368,300.022,350.721,106.104,-0.050,0.015,5.000
82989.337,300.019,350.642,106.104,-0.099,-0.007,5.000
82985.305,300.017,350.563,106.104,-0.066,0.004,5.000
82993.368,300.022,350.642,106.424,-0.050,-0.007,5.000
82985.305,300.022,350.563,106.264,-0.082,0.004,5.000
82993.368,300.022,350.563,106.745,-0.050,-0.007,5.000
82985.305,300.024,350.642,106.745,-0.082,-0.007,5.000
82985.305,300.022,350.563,106.424,-0.066,-0.028,5.000
82993.368,300.024,350.405,107.225,-0.050,0.004,5.000
82993.368,300.024,350.484,107.225,-0.066,-0.007,5.000
82989.337,300.024,350.563,107.065,-0.050,0.004,5.000
82997.399,300.024,350.484,107.385,-0.115,0.004,5.000
82985.305,300.024,350.642,107.545,-0.066,0.015,5.000
82989.337,300.025,350.484,107.865,-0.066,-0.007,5.000
82981.274,300.020,350.563,107.545,-0.099,0.004,5.000
82985.305,300.024,350.563,107.865,-0.050,-0.007,5.000
82985.305,300.024,350.484,108.025,-0.082,-0.017,5.000
82985.305,300.024,350.484,107.865,-0.082,0.004,5.000
82989.337,300.024,350.405,108.025,-0.082,-0.007,5.000
82985.305,300.024,350.484,108.345,-0.099,-0.007,5.000
82985.305,300.024,350.405,108.506,-0.066,0.004,5.000
82989.337,300.025,350.405,108.025,-0.066,0.004,5.000
82985.305,300.027,350.405,108.345,-0.099,0.004,5.000
82969.180,300.064,350.107,170.893,0.008,1.016,5.000
82973.211,300.067,350.186,170.893,0.008,1.037,5.000
82973.211,300.067,350.107,170.573,0.008,1.005,5.000
82969.180,300.062,350.107,171.053,0.008,1.027,5.000
82977.243,300.066,349.949,171.053,-0.025,1.016,5.000
82965.148,300.067,350.028,171.213,0.008,1.027,5.000
82973.211,300.066,349.949,171.373,-0.025,1.016,5.000
82973.211,300.069,349.870,171.534,0.008,1.016,5.000
82977.243,300.064,349.791,171.534,-0.025,1.016,5.000
82977.243,300.064,350.028,171.694,-0.025,1.027,5.000
82969.180,300.064,349.949,172.014,0.008,1.016,5.000
82977.243,300.064,349.791,171.854,-0.025,1.027,5.000
82973.211,300.066,349.791,172.494,-0.008,1.016,5.000
82977.243,300.064,349.791,172.494,-0.008,1.016,5.000
82969.180,300.066,349.712,172.654,0.008,1.005,5.000
82981.274,300.064,349.791,173.135,0.024,1.016,5.000
82981.274,300.064,349.791,173.295,0.008,1.005,5.000
82981.274,300.062,349.791,173.295,-0.008,1.016,5.000
82977.243,300.066,349.712,173.615,0.008,1.027,5.000
82981.274,300.064,349.712,173.615,0.041,1.016,5.000
82981.274,300.066,349.791,174.095,-0.008,1.005,5.000
82993.368,300.066,349.791,174.415,0.008,1.016,5.000
82985.305,300.066,349.791,174.575,-0.041,1.027,5.000
82985.305,300.064,349.791,174.735,-0.008,1.027,5.000
82977.243,300.064,349.870,174.735,-0.025,1.027,5.000
82989.337,300.066,349.870,174.896,0.008,1.016,5.000
82981.274,300.064,349.791,175.056,-0.025,1.027,5.000
82985.305,300.064,349.791,175.376,0.008,1.027,5.000
82989.337,300.064,349.791,175.376,0.024,1.027,5.000
82981.274,300.066,349.791,175.536,0.008,1.037,5.000
82981.274,300.064,349.870,176.016,-0.008,1.016,5.000
82985.305,300.066,349.712,175.856,0.008,1.005,5.000
82989.337,300.066,349.712,175.856,-0.025,1.027,5.000
82977.243,300.064,349.791,176.016,-0.008,1.005,5.000
82989.337,300.064,349.791,176.176,-0.008,1.027,5.000
82981.274,300.066,349.791,176.016,-0.008,1.037,5.000
82985.305,300.064,349.949,176.176,0.008,1.016,5.000
82989.337,300.066,349.791,176.016,0.008,1.016,5.000
82989.337,300.066,349.949,176.336,-0.025,1.037,5.000
82977.243,300.066,349.870,176.016,0.008,1.016,5.000
82977.243,300.066,350.028,176.176,-0.025,0.994,5.000
82977.243,300.067,350.028,176.016,-0.025,1.016,5.000
82977.243,300.066,350.028,175.856,-0.008,1.005,5.000
82977.243,300.066,349.949,175.536,-0.008,1.027,5.000
82973.211,300.066,349.870,175.696,-0.008,1.027,5.000
82977.243,300.067,349.949,175.376,0.008,0.994,5.000
82977.243,300.067,349.949,175.216,0.008,0.994,5.000
82977.243,300.066,350.107,175.056,0.024,1.027,5.000
82977.243,300.064,350.186,175.216,0.008,1.027,5.000
82973.211,300.066,350.107,175.056,-0.008,1.016,5.000
82973.211,300.069,350.186,175.056,0.024,1.005,5.000
82969.180,300.067,350.265,174.735,0.008,1.027,5.000
82969.180,300.069,350.028,174.735,-0.008,1.027,5.000
82965.148,300.070,350.107,174.575,0.008,1.016,5.000
82973.211,300.067,350.186,174.415,0.008,1.027,5.000
82973.211,300.069,350.107,174.415,0.008,1.027,5.000
82973.211,300.067,350.265,174.095,-0.008,1.016,5.000
82969.180,300.066,350.107,173.935,0.024,1.037,5.000
82973.211,300.069,350.265,174.095,-0.025,1.016,5.000
82977.243,300.067,350.344,173.935,0.024,1.016,5.000
82973.211,300.066,350.107,173.775,-0.008,1.027,5.000
82973.211,300.066,350.107,173.615,-0.008,1.005,5.000
82977.243,300.067,350.186,173.615,-0.008,1.016,5.000
82977.243,300.066,350.107,173.775,0.008,1.016,5.000
82977.243,300.066,350.186,173.935,-0.008,1.027,5.000
82977.243,300.064,350.107,173.935,0.024,1.016,5.000
82977.243,300.064,350.107,173.775,-0.008,1.027,5.000
82981.274,300.066,349.949,173.615,-0.025,1.027,5.000
82985.305,300.066,349.949,173.775,-0.008,1.027,5.000
82981.274,300.066,350.107,173.775,-0.008,1.027,5.000
82977.243,300.064,350.028,173.775,-0.008,1.037,5.000
82981.274,300.067,349.949,173.775,-0.025,1.016,5.000
82981.274,300.062,349.870,174.095,-0.025,1.027,5.000
82985.305,300.066,349.949,174.095,0.008,1.016,5.000
82985.305,300.062,350.107,174.255,0.008,1.016,5.000
82985.305,300.064,350.028,174.255,0.008,1.005,5.000
82981.274,300.064,350.028,174.255,0.008,1.027,5.000
82973.211,300.062,350.028,174.415,-0.008,1.016,5.000
82989.337,300.064,350.186,174.415,-0.025,1.016,5.000
82977.243,300.066,349.949,174.415,-0.008,1.016,5.000
82973.211,300.064,349.949,174.575,-0.008,1.027,5.000
82977.243,300.066,350.186,174.896,-0.008,1.037,5.000
82985.305,300.064,350.107,174.735,0.008,1.027,5.000
82985.305,300.066,350.107,174.896,0.008,1.005,5.000
82977.243,300.066,350.186,174.735,0.024,1.016,5.000
82973.211,300.069,350.107,175.216,-0.025,1.037,5.000
82969.180,300.067,350.186,174.896,-0.008,1.016,5.000
82973.211,300.066,350.186,175.056,0.008,1.037,5.000
82973.211,300.066,350.107,175.216,0.008,0.994,5.000
82969.180,300.064,350.186,175.376,0.008,1.037,5.000
82977.243,300.066,350.186,175.376,0.008,1.016,5.000
82973.211,300.066,350.265,175.376,0.024,1.037,5.000
82973.211,300.067,350.344,175.376,-0.008,1.016,5.000
82973.211,300.067,350.265,175.216,0.008,1.027,5.000
82977.243,300.064,350.423,175.376,0.008,1.037,5.000
82973.211,300.069,350.423,175.216,0.008,1.016,5.000
82973.211,300.067,350.423,175.216,-0.008,1.027,5.000
82969.180,300.066,350.423,175.376,0.024,1.027,5.000
82973.211,300.064,350.423,175.376,0.008,1.005,5.000
82977.243,300.066,350.503,175.216,0.008,1.005,5.000
82969.180,300.066,350.582,175.536,0.024,1.027,5.000
82977.243,300.064,350.503,175.376,0.008,1.016,5.000
82973.211,300.067,350.423,175.056,-0.008,1.016,5.000
82977.243,300.067,350.582,175.056,0.041,1.016,5.000
82981.274,300.067,350.661,175.216,0.024,1.027,5.000
82973.211,300.069,350.661,175.056,0.008,0.994,5.000
82973.211,300.069,350.503,174.896,0.024,1.005,5.000
82973.211,300.069,350.503,174.896,0.024,1.016,5.000
82973.211,300.069,350.661,174.735,0.008,1.027,5.000
82973.211,300.067,350.661,174.735,-0.008,0.994,5.000
82977.243,300.069,350.740,174.735,0.008,1.005,5.000
82969.180,300.066,350.740,174.415,0.008,1.016,5.000
82977.243,300.069,350.661,174.415,0.008,1.005,5.000
82977.243,300.070,350.661,174.575,0.024,1.027,5.000
82977.243,300.069,350.582,174.735,-0.008,1.005,5.000
82973.211,300.069,350.582,174.415,-0.008,1.027,5.000
82981.274,300.067,350.661,174.575,0.024,1.027,5.000
82973.211,300.067,350.582,174.095,0.008,1.016,5.000
82973.211,300.067,350.661,174.095,0.008,1.016,5.000
82969.180,300.066,350.503,174.255,0.008,1.016,5.000
82973.211,300.066,350.661,174.255,0.024,1.027,5.000
82977.243,300.066,350.423,174.415,-0.008,1.027,5.000
82973.211,300.067,350.503,173.935,-0.008,1.037,5.000
82969.180,300.064,350.661,174.095,-0.008,1.027,5.000
82973.211,300.067,350.582,174.095,0.008,1.027,5.000
82981.274,300.067,350.661,174.255,0.024,1.016,5.000
82977.243,300.066,350.661,174.255,-0.025,1.037,5.000
82973.211,300.066,350.661,173.775,0.008,1.027,5.000
82973.211,300.066,350.423,174.095,0.024,1.037,5.000
82973.211,300.066,350.503,174.095,-0.025,1.016,5.000
82973.211,300.064,350.582,174.255,0.008,1.005,5.000
82973.211,300.064,350.503,174.255,0.008,0.994,5.000
82973.211,300.062,350.344,174.255,-0.008,1.005,5.000
82973.211,300.064,350.344,174.255,-0.008,1.027,5.000
82977.243,300.066,350.423,174.255,0.041,1.027,5.000
82969.180,300.064,350.423,174.415,-0.025,1.016,5.000
82973.211,300.062,350.503,174.415,-0.025,1.037,5.000
82969.180,300.064,350.423,174.575,-0.025,1.027,5.000
82969.180,300.064,350.423,174.896,0.008,1.027,5.000
82977.243,300.067,350.503,174.896,0.008,1.016,5.000
82977.243,300.061,350.503,174.735,0.008,1.016,5.000
82977.243,300.066,350.344,174.896,0.008,1.016,5.000
82977.243,300.062,350.423,175.056,0.008,1.037,5.000
82973.211,300.062,350.503,175.056,0.008,1.005,5.000
82977.243,300.067,350.344,175.216,0.041,1.027,5.000
82973.211,300.066,350.503,175.216,-0.008,1.005,5.000
82977.243,300.066,350.582,175.536,-0.008,1.027,5.000
82969.180,300.064,350.503,175.536,0.008,1.016,5.000
82977.243,300.067,350.582,175.856,-0.008,1.016,5.000
82973.211,300.066,350.503,175.536,-0.008,1.016,5.000
82977.243,300.066,350.503,175.856,0.024,1.027,5.000
