%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V]
82989.337,299.999,352.143,356.810,-0.066,152.365,5.000
82985.305,300.001,352.222,356.650,-0.033,152.354,5.000
82985.305,299.999,352.301,356.490,-0.033,152.354,5.000
82989.337,299.998,352.143,356.490,-0.066,152.365,5.000
82981.274,300.001,352.064,356.330,-0.115,152.344,5.000
82981.274,300.001,352.143,356.650,-0.066,152.376,5.000
82989.337,300.003,352.222,356.810,-0.066,152.365,5.000
82989.337,299.999,352.064,356.490,-0.066,152.365,5.000
82985.305,300.001,352.064,356.490,-0.066,152.376,5.000
82989.337,299.999,352.143,356.490,-0.082,152.354,5.000
82985.305,299.999,351.985,356.330,-0.066,152.376,5.000
82989.337,300.001,352.064,356.810,-0.066,152.376,5.000
82981.274,299.999,351.985,356.650,-0.099,152.354,5.000
82985.305,300.001,351.985,356.650,-0.066,152.354,5.000
82989.337,300.001,351.985,356.490,-0.099,152.365,5.000
82985.305,299.999,351.985,356.490,-0.050,152.376,5.000
82989.337,299.999,351.906,356.490,-0.099,152.365,5.000
82985.305,299.998,351.985,356.490,-0.066,152.376,5.000
82989.337,300.001,351.985,356.330,-0.099,152.365,5.000
82985.305,299.998,351.906,356.490,-0.082,152.365,5.000
82985.305,299.999,351.906,356.330,-0.066,152.354,5.000
82989.337,299.998,351.985,356.490,-0.066,152.354,5.000
82985.305,299.999,351.906,356.330,-0.066,152.354,5.000
82985.305,299.998,351.906,356.330,-0.099,152.376,5.000
82981.274,299.999,351.827,356.330,-0.082,152.365,5.000
82981.274,299.998,351.827,356.010,-0.082,152.354,5.000
82981.274,299.995,351.906,356.330,-0.066,152.354,5.000
82985.305,299.998,351.906,356.170,-0.066,152.365,5.000
82985.305,299.998,351.827,356.170,-0.099,152.376,5.000
82993.368,299.995,351.985,356.010,-0.099,152.376,5.000
82985.305,299.996,351.748,356.170,-0.082,152.354,5.000
82985.305,299.996,351.906,356.010,-0.066,152.365,5.000
82985.305,299.995,351.827,355.689,-0.099,152.365,5.000
82985.305,299.995,351.906,356.170,-0.066,152.354,5.000
82985.305,299.996,351.827,356.010,-0.082,152.365,5.000
82981.274,299.995,351.669,356.010,-0.082,152.376,5.000
82973.211,299.996,351.669,356.170,-0.082,152.365,5.000
82989.337,299.995,351.669,356.170,-0.082,152.365,5.000
82981.274,299.996,351.748,356.330,-0.066,152.365,5.000
82981.274,299.996,351.669,355.849,-0.066,152.365,5.000
82985.305,299.998,351.669,356.010,-0.082,152.344,5.000
82981.274,299.998,351.669,356.330,-0.099,152.365,5.000
82985.305,299.996,351.748,356.170,-0.066,152.354,5.000
82977.243,299.998,351.590,356.010,-0.066,152.354,5.000
82981.274,299.996,351.669,356.330,-0.082,152.365,5.000
82981.274,299.998,351.669,356.330,-0.050,152.354,5.000
82985.305,299.998,351.669,356.330,-0.099,152.365,5.000
82985.305,299.996,351.590,356.330,-0.066,152.365,5.000
82989.337,299.999,351.590,356.490,-0.050,152.376,5.000
82985.305,299.998,351.669,356.330,-0.066,152.386,5.000
82993.368,299.998,351.590,356.170,-0.066,152.376,5.000
82993.368,300.001,351.590,356.170,-0.099,152.376,5.000
82985.305,299.998,351.669,356.330,-0.050,152.376,5.000
82989.337,299.999,351.669,356.330,-0.066,152.365,5.000
82985.305,299.998,351.590,356.170,-0.082,152.354,5.000
82985.305,300.003,351.669,356.170,-0.099,152.354,5.000
82985.305,299.998,351.669,356.170,-0.082,152.354,5.000
82981.274,299.998,351.748,356.170,-0.082,152.354,5.000
82989.337,300.001,351.669,356.330,-0.066,152.354,5.000
82985.305,300.003,351.669,356.490,-0.066,152.365,5.000
82981.274,299.999,351.748,356.170,-0.066,152.365,5.000
82989.337,300.003,351.669,356.330,-0.082,152.365,5.000
82993.368,300.003,351.669,356.170,-0.082,152.365,5.000
82989.337,299.999,351.748,356.330,-0.050,152.376,5.000
82989.337,300.004,351.669,356.330,-0.066,152.386,5.000
82985.305,299.999,351.669,356.170,-0.050,152.365,5.000
82985.305,300.003,351.669,356.170,-0.033,152.376,5.000
82989.337,299.998,351.827,356.170,-0.066,152.365,5.000
82993.368,299.999,351.748,356.330,-0.082,152.354,5.000
82993.368,299.999,351.590,356.490,-0.066,152.365,5.000
82989.337,299.998,351.906,356.170,-0.066,152.354,5.000
82981.274,300.001,351.669,356.490,-0.099,152.354,5.000
82989.337,299.999,351.590,356.490,-0.066,152.365,5.000
82993.368,299.996,351.669,356.330,-0.050,152.376,5.000
82989.337,299.996,351.590,356.490,-0.066,152.376,5.000
82985.305,299.998,351.669,356.490,-0.082,152.365,5.000
82997.399,299.999,351.669,356.330,-0.066,152.365,5.000
82989.337,299.999,351.748,356.490,-0.066,152.376,5.000
82989.337,299.998,351.827,356.650,-0.050,152.376,5.000
82993.368,299.996,351.669,356.330,-0.050,152.354,5.000
82993.368,299.999,351.748,356.650,-0.050,152.376,5.000
82981.274,299.999,351.590,356.490,-0.066,152.344,5.000
82977.243,299.998,351.669,356.650,-0.066,152.376,5.000
82981.274,299.998,351.669,356.330,-0.066,152.354,5.000
82981.274,299.996,351.511,356.490,-0.082,152.365,5.000
82981.274,299.998,351.669,356.490,-0.099,152.354,5.000
82981.274,299.996,351.669,356.490,-0.082,152.354,5.000
82977.243,299.999,351.748,356.650,-0.082,152.386,5.000
82981.274,299.998,351.748,356.650,-0.082,152.376,5.000
82973.211,299.998,351.669,356.650,-0.066,152.354,5.000
82973.211,299.999,351.748,356.490,-0.066,152.354,5.000
82977.243,299.996,351.511,356.330,-0.066,152.365,5.000
82977.243,299.999,351.827,356.650,-0.050,152.365,5.000
82973.211,299.999,351.827,356.650,-0.099,152.354,5.000
82973.211,299.999,351.748,356.490,-0.050,152.365,5.000
82977.243,299.999,351.590,356.490,-0.082,152.365,5.000
82977.243,299.999,351.748,356.490,-0.066,152.354,5.000
82977.243,299.998,351.827,356.170,-0.066,152.365,5.000
82973.211,299.998,351.748,356.330,-0.066,152.376,5.000
82985.305,300.004,351.827,356.330,-0.099,152.376,5.000
82981.274,300.003,351.906,356.490,-0.066,152.376,5.000
82977.243,300.001,351.906,356.330,-0.033,152.344,5.000
82985.305,299.999,351.827,356.330,-0.066,152.376,5.000
82981.274,299.998,351.748,356.330,-0.050,152.354,5.000
82981.274,300.001,351.827,356.330,-0.082,152.365,5.000
82981.274,300.001,351.985,356.330,-0.099,152.354,5.000
82985.305,299.999,351.906,356.490,-0.099,152.376,5.000
82985.305,299.999,351.985,356.330,-0.050,152.365,5.000
82985.305,299.999,351.985,356.330,-0.082,152.376,5.000
82981.274,300.001,352.064,356.330,-0.082,152.365,5.000
82981.274,299.998,352.064,356.170,-0.066,152.344,5.000
82985.305,300.003,351.906,356.330,-0.082,152.344,5.000
82985.305,299.998,352.143,356.330,-0.099,152.376,5.000
82985.305,299.999,351.985,356.330,-0.066,152.354,5.000
82981.274,299.998,351.985,356.490,-0.082,152.376,5.000
82985.305,299.998,351.985,356.330,-0.082,152.354,5.000
82989.337,299.998,352.064,356.170,-0.050,152.376,5.000
82985.305,299.995,352.222,356.490,-0.050,152.365,5.000
82989.337,299.999,352.143,356.490,-0.082,152.354,5.000
82985.305,299.998,352.222,356.330,-0.066,152.354,5.000
82985.305,299.996,352.143,356.490,-0.082,152.386,5.000
82985.305,299.995,352.222,356.650,-0.066,152.365,5.000
82985.305,299.995,352.301,356.330,-0.082,152.376,5.000
82989.337,299.996,352.143,356.330,-0.099,152.333,5.000
82977.243,299.995,352.222,356.490,-0.066,152.354,5.000
82985.305,299.996,352.222,356.490,-0.050,152.354,5.000
82985.305,299.996,352.064,356.650,-0.050,152.354,5.000
82985.305,299.995,352.143,356.490,-0.082,152.386,5.000
82977.243,299.996,352.222,356.330,-0.099,152.365,5.000
82985.305,299.996,352.222,356.490,-0.082,152.376,5.000
82985.305,299.996,352.222,356.650,-0.066,152.376,5.000
82985.305,299.998,352.143,356.650,-0.099,152.365,5.000
82989.337,299.996,352.064,356.650,-0.050,152.376,5.000
82985.305,299.998,352.222,356.490,-0.082,152.365,5.000
82989.337,299.998,352.064,356.490,-0.082,152.376,5.000
82985.305,299.996,352.143,356.490,-0.066,152.354,5.000
82981.274,299.998,352.064,356.490,-0.082,152.354,5.000
82981.274,299.996,352.301,356.490,-0.082,152.365,5.000
82985.305,299.996,352.143,356.490,-0.066,152.365,5.000
82981.274,299.999,352.064,356.330,-0.099,152.376,5.000
82985.305,300.001,351.985,356.490,-0.066,152.365,5.000
82985.305,299.998,352.143,356.490,-0.050,152.354,5.000
82989.337,299.998,352.064,356.330,-0.099,152.376,5.000
82981.274,299.999,352.064,356.170,-0.082,152.365,5.000
82981.274,299.998,352.064,356.330,-0.066,152.365,5.000
82989.337,299.999,351.985,356.330,-0.082,152.365,5.000
82989.337,299.998,351.985,356.170,-0.082,152.344,5.000
82985.305,299.998,352.064,355.849,-0.066,152.354,5.000
82985.305,299.999,351.985,356.010,-0.066,152.365,5.000
82985.305,299.996,351.748,355.849,-0.050,152.376,5.000
82989.337,299.999,351.827,355.849,-0.066,152.354,5.000
82985.305,299.998,351.748,356.010,-0.099,152.365,5.000
82989.337,299.999,351.906,355.849,-0.082,152.376,5.000
82985.305,300.001,351.827,355.849,-0.082,152.365,5.000
82993.368,299.998,351.906,355.849,-0.082,152.376,5.000
82989.337,300.001,351.669,355.849,-0.066,152.365,5.000
82985.305,300.001,351.748,355.849,-0.082,152.365,5.000
82989.337,300.003,351.511,355.689,-0.066,152.365,5.000
82993.368,299.998,351.590,355.689,-0.082,152.354,5.000
82989.337,299.999,351.432,355.689,-0.082,152.365,5.000
82989.337,299.999,351.590,355.849,-0.066,152.365,5.000
82997.399,299.998,351.511,355.689,-0.099,152.386,5.000
82993.368,299.998,351.511,355.529,-0.082,152.386,5.000
82997.399,299.999,351.432,355.849,-0.066,152.376,5.000
82989.337,299.998,351.353,355.689,-0.066,152.365,5.000
82989.337,300.001,351.432,355.849,-0.115,152.365,5.000
82989.337,299.998,351.432,355.849,-0.082,152.365,5.000
82993.368,299.998,351.432,355.849,-0.082,152.354,5.000
82989.337,299.998,351.353,356.010,-0.082,152.354,5.000
82989.337,299.998,351.353,356.010,-0.050,152.376,5.000
82993.368,300.003,351.353,355.849,-0.082,152.376,5.000
82993.368,299.999,351.432,356.170,-0.099,152.354,5.000
82989.337,299.999,351.353,356.010,-0.066,152.365,5.000
82977.243,300.020,350.168,106.104,-0.115,0.004,5.000
82981.274,300.022,350.247,105.624,-0.099,-0.007,5.000
82973.211,300.019,350.326,105.784,-0.082,-0.007,5.000
82973.211,300.019,350.484,105.464,-0.082,0.004,5.000
82973.211,300.022,350.405,104.984,-0.066,-0.007,5.000
82977.243,300.022,350.484,104.984,-0.050,-0.007,5.000
82985.305,300.022,350.642,104.503,-0.050,0.004,5.000
82977.243,300.020,350.484,104.663,-0.066,-0.017,5.000
82977.243,300.020,350.563,104.503,-0.050,-0.017,5.000
82977.243,300.020,350.642,104.343,-0.050,0.015,5.000
82977.243,300.022,350.484,104.343,-0.066,0.004,5.000
82977.243,300.022,350.484,104.343,-0.082,0.004,5.000
82977.243,300.019,350.721,104.503,-0.050,-0.007,5.000
82981.274,300.022,350.721,104.183,-0.099,-0.007,5.000
82981.274,300.022,350.563,104.343,-0.066,-0.007,5.000
82985.305,300.022,350.721,104.183,-0.066,0.004,5.000
82981.274,300.022,350.800,104.343,-0.066,-0.017,5.000
82989.337,300.019,350.800,104.343,-0.082,0.004,5.000
82985.305,300.022,350.800,104.663,-0.066,-0.007,5.000
82989.337,300.024,350.958,104.503,-0.099,-0.017,5.000
82985.305,300.020,350.800,104.663,-0.066,-0.007,5.000
82989.337,300.022,350.958,104.823,-0.050,0.004,5.000
82985.305,300.022,351.195,104.663,-0.050,0.004,5.000
82985.305,300.019,351.037,104.984,-0.050,0.004,5.000
82989.337,300.020,351.037,105.144,-0.099,-0.017,5.000
82981.274,300.022,351.037,105.144,-0.082,0.004,5.000
82993.368,300.022,351.116,105.144,-0.082,-0.007,5.000
82989.337,300.020,351.037,105.624,-0.082,0.004,5.000
82993.368,300.020,351.195,105.464,-0.066,0.004,5.000
82985.305,300.020,351.116,105.624,-0.082,0.004,5.000
82985.305,300.020,351.274,105.784,-0.082,-0.017,5.000
82985.305,300.020,351.195,106.104,-0.082,-0.017,5.000
82993.368,300.020,351.274,106.264,-0.099,-0.007,5.000
82985.305,300.020,351.353,106.424,-0.066,-0.017,5.000
82985.305,300.020,351.353,106.264,-0.050,0.004,5.000
82981.274,300.019,351.432,106.424,-0.082,0.004,5.000
82989.337,300.020,351.511,106.584,-0.066,0.004,5.000
82989.337,300.024,351.511,106.745,-0.033,0.004,5.000
82989.337,300.022,351.432,106.905,-0.082,-0.007,5.000
82985.305,300.024,351.669,106.905,-0.099,0.015,5.000
82989.337,300.022,351.511,107.225,-0.099,-0.007,5.000
82985.305,300.022,351.432,107.225,-0.066,-0.007,5.000
82981.274,300.020,351.353,107.225,-0.082,-0.028,5.000
82977.243,300.022,351.511,107.385,-0.050,-0.017,5.000
82981.274,300.020,351.590,107.225,-0.066,0.004,5.000
82981.274,300.020,351.590,107.225,-0.082,-0.007,5.000
82977.243,300.022,351.511,107.385,-0.066,-0.007,5.000
82981.274,300.024,351.590,107.225,-0.099,0.004,5.000
82985.305,300.022,351.511,107.385,-0.099,0.004,5.000
82985.305,300.022,351.590,107.545,-0.066,0.004,5.000
82989.337,300.020,351.669,107.545,-0.099,-0.007,5.000
82985.305,300.020,351.590,107.385,-0.066,0.004,5.000
82981.274,300.022,351.669,107.225,-0.066,-0.007,5.000
82985.305,300.020,351.669,107.385,-0.066,-0.017,5.000
82985.305,300.019,351.432,107.385,-0.082,-0.007,5.000
82981.274,300.024,351.590,107.385,-0.099,0.015,5.000
82985.305,300.024,351.669,107.385,-0.099,-0.007,5.000
82977.243,300.022,351.590,107.065,-0.082,0.004,5.000
82985.305,300.019,351.590,107.385,-0.082,0.004,5.000
82977.243,300.022,351.669,107.385,-0.050,-0.007,5.000
82985.305,300.024,351.827,107.225,-0.115,0.004,5.000
82997.399,300.025,351.748,107.225,-0.082,0.026,5.000
82985.305,300.020,351.748,107.065,-0.066,-0.007,5.000
82989.337,300.022,351.748,107.225,-0.082,-0.028,5.000
82985.305,300.024,351.827,107.065,-0.050,-0.007,5.000
82989.337,300.024,351.748,106.905,-0.066,-0.028,5.000
82989.337,300.024,351.827,106.745,-0.082,-0.007,5.000
82993.368,300.024,351.985,107.065,-0.050,0.004,5.000
82989.337,300.025,351.906,106.745,-0.050,-0.017,5.000
82985.305,300.024,352.064,106.745,-0.050,-0.007,5.000
82993.368,300.024,352.064,106.745,-0.066,-0.017,5.000
82989.337,300.022,351.985,106.905,-0.066,-0.017,5.000
82989.337,300.025,351.906,106.424,-0.066,0.004,5.000
82989.337,300.025,352.143,106.584,-0.066,0.004,5.000
82985.305,300.024,352.143,106.424,-0.066,0.015,5.000
82997.399,300.022,352.064,106.424,-0.066,0.004,5.000
82993.368,300.027,352.222,105.944,-0.099,-0.007,5.000
82989.337,300.025,352.222,106.424,-0.099,0.004,5.000
82981.274,300.024,352.301,106.104,-0.082,0.004,5.000
82985.305,300.022,352.222,106.264,-0.066,0.004,5.000
82981.274,300.022,352.301,105.784,-0.082,-0.007,5.000
82985.305,300.022,352.380,105.944,-0.082,-0.007,5.000
82981.274,300.022,352.380,105.784,-0.099,-0.007,5.000
82981.274,300.022,352.380,106.104,-0.066,0.004,5.000
82985.305,300.024,352.380,105.784,-0.082,0.004,5.000
82985.305,300.022,352.380,105.944,-0.050,0.004,5.000
82977.243,300.020,352.618,105.784,-0.082,-0.007,5.000
82985.305,300.020,352.538,105.464,-0.066,-0.007,5.000
82985.305,300.020,352.538,105.784,-0.066,0.004,5.000
82977.243,300.019,352.538,105.784,-0.082,0.004,5.000
82981.274,300.017,352.618,105.944,-0.066,0.004,5.000
82973.211,300.017,352.697,105.624,-0.050,-0.007,5.000
82973.211,300.017,352.538,105.784,-0.066,-0.007,5.000
82977.243,300.017,352.697,105.944,-0.066,0.004,5.000
82977.243,300.017,352.538,105.944,-0.099,-0.017,5.000
82977.243,300.016,352.776,105.944,-0.082,0.015,5.000
82973.211,300.016,352.697,105.784,-0.082,-0.007,5.000
82981.274,300.017,352.776,106.104,-0.066,0.004,5.000
82977.243,300.017,352.618,105.784,-0.082,-0.017,5.000
82977.243,300.017,352.618,106.104,-0.066,0.004,5.000
82969.180,300.016,352.538,106.104,-0.050,-0.007,5.000
82981.274,300.016,352.697,106.584,-0.082,-0.007,5.000
82981.274,300.016,352.697,106.264,-0.082,-0.017,5.000
82985.305,300.017,352.697,106.104,-0.082,-0.028,5.000
82985.305,300.017,352.776,106.584,-0.099,-0.007,5.000
82981.274,300.012,352.855,106.424,-0.066,0.004,5.000
82977.243,300.017,352.776,106.905,-0.099,-0.017,5.000
82981.274,300.016,352.855,106.745,-0.115,0.004,5.000
82985.305,300.012,352.776,107.065,-0.066,-0.007,5.000
82981.274,300.014,352.934,107.065,-0.099,0.004,5.000
82981.274,300.014,352.697,106.905,-0.082,0.004,5.000
82977.243,300.014,352.776,107.065,-0.082,-0.017,5.000
82985.305,300.017,352.697,106.905,-0.066,-0.007,5.000
82985.305,300.016,352.776,107.065,-0.050,-0.007,5.000
82985.305,300.016,352.697,107.225,-0.082,-0.017,5.000
82985.305,300.016,352.697,107.065,-0.033,-0.007,5.000
82981.274,300.016,352.697,107.225,-0.082,-0.007,5.000
82985.305,300.020,352.697,107.065,-0.099,-0.017,5.000
82989.337,300.019,352.776,106.745,-0.082,0.004,5.000
82985.305,300.017,352.776,106.905,-0.066,0.004,5.000
82989.337,300.019,352.618,106.905,-0.082,0.004,5.000
82993.368,300.020,352.697,106.905,-0.082,-0.007,5.000
82989.337,300.019,352.697,106.905,-0.066,0.015,5.000
82985.305,300.016,352.697,106.905,-0.050,-0.028,5.000
82985.305,300.019,352.697,106.424,-0.066,-0.017,5.000
82993.368,300.022,352.776,106.424,-0.115,0.015,5.000
82989.337,300.019,352.855,106.104,-0.066,-0.007,5.000
82993.368,300.017,352.618,105.944,-0.082,0.004,5.000
82985.305,300.019,352.618,105.784,-0.050,-0.007,5.000
82989.337,300.020,352.618,105.464,-0.066,-0.007,5.000
82985.305,300.024,352.618,105.304,-0.099,-0.007,5.000
82985.305,300.019,352.697,104.823,-0.066,0.004,5.000
82989.337,300.022,352.618,105.304,-0.050,0.015,5.000
82985.305,300.020,352.538,105.304,-0.050,-0.028,5.000
82981.274,300.020,352.538,104.663,-0.082,0.004,5.000
82985.305,300.022,352.459,104.663,-0.066,-0.007,5.000
82989.337,300.020,352.380,104.183,-0.082,-0.007,5.000
82993.368,300.022,352.380,104.183,-0.082,-0.007,5.000
82973.211,300.022,352.301,104.183,-0.082,-0.007,5.000
82985.305,300.020,352.380,104.183,-0.066,0.004,5.000
82977.243,300.024,352.222,103.543,-0.050,0.015,5.000
82977.243,300.022,352.222,103.543,-0.082,0.004,5.000
82973.211,300.024,352.222,103.543,-0.099,0.004,5.000
82977.243,300.020,352.064,103.383,-0.082,0.004,5.000
82977.243,300.024,352.064,102.902,-0.082,-0.007,5.000
82977.243,300.024,351.985,102.902,-0.082,0.004,5.000
82973.211,300.022,351.985,103.062,-0.099,0.004,5.000
82973.211,300.025,351.748,102.582,-0.066,-0.007,5.000
82969.180,300.022,351.669,102.742,-0.066,0.004,5.000
82973.211,300.024,351.748,102.582,-0.099,-0.007,5.000
82981.274,300.024,351.669,102.742,-0.082,-0.007,5.000
82973.211,300.020,351.748,102.742,-0.099,0.004,5.000
82977.243,300.022,351.590,102.902,-0.066,-0.007,5.000
82977.243,300.022,351.432,103.062,-0.099,-0.017,5.000
82977.243,300.024,351.432,103.223,-0.066,0.015,5.000
82977.243,300.020,351.353,102.902,-0.066,0.004,5.000
82981.274,300.020,351.274,103.223,-0.050,-0.007,5.000
82977.243,300.020,351.432,103.543,-0.082,0.015,5.000
82981.274,300.020,351.195,103.383,-0.050,-0.007,5.000
82981.274,300.019,351.116,103.703,-0.066,-0.007,5.000
82985.305,300.020,351.037,103.703,-0.082,-0.017,5.000
82989.337,300.020,351.116,104.023,-0.050,-0.007,5.000
82993.368,300.019,351.037,104.023,-0.082,0.004,5.000
82985.305,300.019,351.037,104.023,-0.099,0.004,5.000
82985.305,300.019,350.879,104.343,-0.082,-0.007,5.000
82993.368,300.020,351.037,104.503,-0.099,-0.007,5.000
82981.274,300.019,350.958,104.663,-0.066,0.004,5.000
82989.337,300.019,350.879,104.823,-0.066,0.004,5.000
82993.368,300.019,350.879,105.304,-0.082,-0.017,5.000
82989.337,300.019,350.800,104.984,-0.066,-0.007,5.000
82993.368,300.019,351.037,105.304,-0.099,-0.007,5.000
82993.368,300.019,350.800,105.464,-0.066,-0.017,5.000
82993.368,300.020,350.800,105.624,-0.082,-0.007,5.000
82989.337,300.020,350.879,105.624,-0.082,0.004,5.000
82997.399,300.022,350.879,105.784,-0.099,0.004,5.000
82993.368,300.019,350.721,105.944,-0.082,0.004,5.000
82997.399,300.017,350.958,105.624,-0.050,-0.007,5.000
82993.368,300.019,351.116,105.624,-0.050,0.004,5.000
82989.337,300.019,350.958,105.624,-0.115,-0.017,5.000
82989.337,300.019,350.879,105.944,-0.066,0.004,5.000
82989.337,300.019,351.195,106.104,-0.082,-0.017,5.000
82989.337,300.016,351.037,105.784,-0.099,-0.017,5.000
82993.368,300.019,351.037,105.944,-0.050,0.004,5.000
82997.399,300.019,351.116,106.264,-0.082,0.004,5.000
82989.337,300.019,351.274,105.624,-0.082,0.004,5.000
82981.274,300.017,351.274,105.624,-0.066,0.004,5.000
82993.368,300.019,351.274,105.624,-0.082,0.004,5.000
82977.243,300.020,351.432,105.464,-0.099,-0.017,5.000
82977.243,300.019,351.274,105.624,-0.066,0.015,5.000
82989.337,300.019,351.274,105.304,-0.099,-0.007,5.000
82981.274,300.020,351.432,105.144,-0.082,0.004,5.000
82977.243,300.019,351.353,105.144,-0.066,0.004,5.000
82977.243,300.019,351.353,105.144,-0.082,0.004,5.000
82977.243,300.020,351.353,104.823,-0.082,-0.017,5.000
82981.274,300.019,351.274,104.663,-0.082,0.004,5.000
82985.305,300.020,351.432,104.503,-0.082,-0.007,5.000
82981.274,300.019,351.353,104.823,-0.082,0.015,5.000
82985.305,300.022,351.432,104.183,-0.115,0.015,5.000
82977.243,300.020,351.432,104.503,-0.066,-0.007,5.000
82981.274,300.020,351.432,104.343,-0.082,0.015,5.000
82973.211,300.022,351.353,104.183,-0.099,0.004,5.000
82977.243,300.020,351.432,104.023,-0.066,0.004,5.000
82981.274,300.019,351.511,104.183,-0.066,0.004,5.000
82981.274,300.020,351.353,103.863,-0.082,0.004,5.000
82973.211,300.020,351.353,103.703,-0.066,-0.007,5.000
82981.274,300.020,351.511,104.023,-0.099,-0.007,5.000
82981.274,300.022,351.274,104.023,-0.066,0.004,5.000
82977.243,300.020,351.274,104.183,-0.082,0.004,5.000
82981.274,300.020,351.274,104.183,-0.066,0.004,5.000
82981.274,300.022,351.274,104.183,-0.099,-0.007,5.000
82981.274,300.020,351.116,104.023,-0.099,0.015,5.000
82977.243,300.020,351.274,104.343,-0.082,-0.007,5.000
82981.274,300.022,351.116,104.343,-0.050,0.004,5.000
82985.305,300.019,351.116,104.663,-0.099,0.004,5.000
82981.274,300.020,350.958,104.503,-0.082,0.004,5.000
82993.368,300.020,350.879,104.663,-0.066,0.004,5.000
82981.274,300.022,350.958,104.823,-0.066,0.004,5.000
82993.368,300.020,350.958,105.304,-0.099,0.004,5.000
82993.368,300.022,351.116,105.304,-0.082,-0.007,5.000
82985.305,300.022,351.037,105.464,-0.066,0.004,5.000
82985.305,300.020,351.037,105.624,-0.050,-0.007,5.000
82993.368,300.024,350.958,105.784,-0.066,-0.017,5.000
82985.305,300.022,350.958,106.104,-0.099,0.004,5.000
82989.337,300.022,350.958,106.104,-0.066,0.004,5.000
82981.274,300.024,350.958,106.584,-0.066,0.004,5.000
82989.337,300.024,351.037,106.745,-0.082,-0.007,5.000
82985.305,300.019,350.958,106.584,-0.066,-0.007,5.000
82981.274,300.020,350.958,107.225,-0.066,-0.007,5.000
82981.274,300.024,350.958,107.225,-0.066,-0.007,5.000
82985.305,300.024,351.037,107.225,-0.050,0.004,5.000
82989.337,300.024,350.879,107.545,-0.066,0.004,5.000
82981.274,300.025,351.037,107.385,-0.066,-0.007,5.000
82981.274,300.025,351.037,107.705,-0.082,-0.007,5.000
82981.274,300.024,351.037,107.865,-0.082,-0.017,5.000
82981.274,300.022,351.037,108.025,-0.082,0.004,5.000
82981.274,300.022,351.195,108.025,-0.082,0.004,5.000
82977.243,300.024,351.037,108.506,-0.066,-0.007,5.000
82981.274,300.022,351.353,108.185,-0.066,-0.007,5.000
82977.243,300.024,351.274,108.506,-0.099,-0.017,5.000
82981.274,300.025,351.274,108.345,-0.066,-0.007,5.000
82977.243,300.024,351.353,108.666,-0.066,0.004,5.000
82981.274,300.025,351.274,108.666,-0.066,0.004,5.000
82985.305,300.022,351.432,108.666,-0.050,-0.007,5.000
82973.211,300.022,351.432,108.666,-0.050,-0.007,5.000
82977.243,300.022,351.353,108.666,-0.099,-0.007,5.000
82977.243,300.022,351.432,108.826,-0.082,-0.017,5.000
82985.305,300.020,351.511,108.666,-0.050,0.004,5.000
82977.243,300.020,351.432,108.666,-0.050,0.004,5.000
82981.274,300.024,351.590,108.666,-0.050,-0.007,5.000
82973.211,300.022,351.432,108.826,-0.099,0.004,5.000
82977.243,300.022,351.511,108.506,-0.050,0.004,5.000
82989.337,300.024,351.511,108.506,-0.082,-0.007,5.000
82993.368,300.024,351.590,108.345,-0.082,-0.007,5.000
82989.337,300.020,351.669,108.506,-0.066,0.004,5.000
82985.305,300.020,351.669,108.506,-0.050,-0.007,5.000
82977.243,300.024,351.511,108.506,-0.066,-0.028,5.000
82985.305,300.022,351.511,108.345,-0.050,-0.028,5.000
82981.274,300.024,351.511,108.025,-0.066,0.015,5.000
82989.337,300.022,351.511,108.025,-0.066,0.004,5.000
82989.337,300.020,351.432,107.705,-0.066,-0.007,5.000
82993.368,300.020,351.590,107.545,-0.066,0.004,5.000
82989.337,300.020,351.511,107.705,-0.099,0.004,5.000
82985.305,300.020,351.590,107.545,-0.066,-0.007,5.000
82989.337,300.024,351.432,107.545,-0.066,-0.007,5.000
82985.305,300.024,351.511,107.385,-0.099,-0.017,5.000
82989.337,300.022,351.511,107.225,-0.066,0.004,5.000
82997.399,300.024,351.432,107.065,-0.082,-0.017,5.000
82981.274,300.025,351.511,106.745,-0.050,-0.017,5.000
82997.399,300.024,351.432,106.905,-0.082,-0.007,5.000
82985.305,300.024,351.432,106.905,-0.082,-0.007,5.000
82993.368,300.024,351.432,106.905,-0.066,-0.007,5.000
82989.337,300.025,351.432,106.745,-0.082,0.004,5.000
82989.337,300.022,351.432,106.745,-0.099,0.015,5.000
82985.305,300.024,351.432,106.745,-0.066,0.004,5.000
82985.305,300.020,351.432,106.745,-0.066,-0.017,5.000
82989.337,300.022,351.590,106.745,-0.066,-0.007,5.000
82985.305,300.020,351.432,106.584,-0.082,0.004,5.000
82985.305,300.024,351.590,106.584,-0.082,-0.007,5.000
82985.305,300.020,351.511,106.745,-0.082,0.004,5.000
82977.243,300.022,351.511,106.745,-0.082,0.004,5.000
82981.274,300.020,351.669,106.745,-0.082,-0.007,5.000
82985.305,300.022,351.669,106.905,-0.066,0.015,5.000
82985.305,300.020,351.669,106.905,-0.082,0.004,5.000
82981.274,300.024,351.590,107.225,-0.066,0.015,5.000
82977.243,300.022,351.669,107.065,-0.082,-0.007,5.000
